,date,name,point
976,2019-10-26,폴란드로 간 아이들,9.32
977,2019-10-26,교회오빠,9.27
978,2019-10-26,바람과 함께 사라지다,9.21
979,2019-10-26,스탠 바이 미,9.08
980,2019-10-26,벌새,8.92
981,2019-10-26,람보 : 라스트 워,8.79
982,2019-10-26,우리집,8.77
983,2019-10-26,너의 이름은.,8.75
984,2019-10-26,조커,8.67
985,2019-10-26,김광석,8.67
986,2019-10-26,아이다호,8.58
987,2019-10-26,기생충,8.48
988,2019-10-26,메기,8.44
989,2019-10-26,장사리 : 잊혀진 영웅들,8.39
990,2019-10-26,엑시트,8.3
991,2019-10-26,죽거나 혹은 나쁘거나,8.08
992,2019-10-26,퍼펙트맨,8.0
993,2019-10-26,시인의 사랑,7.98
994,2019-10-26,가장 보통의 연애,7.93
995,2019-10-26,장기왕: 가락시장 레볼루션,7.83
996,2019-10-26,김군,7.76
997,2019-10-26,말레피센트 2,7.74
998,2019-10-26,콜 미 바이 유어 네임,7.71
999,2019-10-26,원스 어폰 어 타임... 인 할리우드,7.64
1000,2019-10-26,"힘을 내요, 미스터 리",7.57
1001,2019-10-26,극장판 헬로카봇 : 달나라를 구해줘!,7.48
1002,2019-10-26,"안녕, 티라노: 영원히, 함께",7.47
1003,2019-10-26,판소리 복서,7.33
1004,2019-10-26,47미터 2,7.22
1005,2019-10-26,레플리카,6.79
1006,2019-10-26,제미니 맨,6.78
1007,2019-10-26,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.78
1008,2019-10-26,펭귄 하이웨이,6.62
1009,2019-10-26,미드소마,6.6
1010,2019-10-26,나쁜 녀석들: 더 무비,6.48
1011,2019-10-26,다이빙벨,6.38
1012,2019-10-26,그것: 두 번째 이야기,6.22
1013,2019-10-26,82년생 김지영,5.97
1014,2019-10-26,두번할까요,5.44
1015,2019-10-26,타짜: 원 아이드 잭,5.34
1016,2019-10-27,그린 북,9.61
1017,2019-10-27,주전장,9.5
1018,2019-10-27,터미네이터 2:오리지널,9.42
1019,2019-10-27,알라딘,9.38
1020,2019-10-27,아이언 자이언트,9.33
1021,2019-10-27,폴란드로 간 아이들,9.32
1022,2019-10-27,교회오빠,9.27
1023,2019-10-27,바람과 함께 사라지다,9.21
1024,2019-10-27,스탠 바이 미,9.08
1025,2019-10-27,벌새,8.92
1026,2019-10-27,람보 : 라스트 워,8.9
1027,2019-10-27,우리집,8.77
1028,2019-10-27,너의 이름은.,8.75
1029,2019-10-27,김광석,8.67
1030,2019-10-27,조커,8.66
1031,2019-10-27,아이다호,8.58
1032,2019-10-27,기생충,8.48
1033,2019-10-27,졸업,8.47
1034,2019-10-27,메기,8.47
1035,2019-10-27,장사리 : 잊혀진 영웅들,8.39
1036,2019-10-27,엑시트,8.3
1037,2019-10-27,죽거나 혹은 나쁘거나,8.08
1038,2019-10-27,퍼펙트맨,7.99
1039,2019-10-27,시인의 사랑,7.98
1040,2019-10-27,가장 보통의 연애,7.92
1041,2019-10-27,장기왕: 가락시장 레볼루션,7.83
1042,2019-10-27,김군,7.76
1043,2019-10-27,말레피센트 2,7.71
1044,2019-10-27,콜 미 바이 유어 네임,7.71
1045,2019-10-27,원스 어폰 어 타임... 인 할리우드,7.64
1046,2019-10-27,"힘을 내요, 미스터 리",7.57
1047,2019-10-27,극장판 헬로카봇 : 달나라를 구해줘!,7.48
1048,2019-10-27,"안녕, 티라노: 영원히, 함께",7.46
1049,2019-10-27,판소리 복서,7.32
1050,2019-10-27,47미터 2,7.19
1051,2019-10-27,레플리카,6.79
1052,2019-10-27,제미니 맨,6.78
1053,2019-10-27,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.78
1054,2019-10-27,펭귄 하이웨이,6.62
1055,2019-10-27,미드소마,6.59
1056,2019-10-27,나쁜 녀석들: 더 무비,6.47
1057,2019-10-27,다이빙벨,6.38
1058,2019-10-27,그것: 두 번째 이야기,6.22
1059,2019-10-27,82년생 김지영,6.21
1060,2019-10-27,두번할까요,5.39
1061,2019-10-27,타짜: 원 아이드 잭,5.34
1062,2019-10-28,그린 북,9.61
1063,2019-10-28,주전장,9.5
1064,2019-10-28,터미네이터 2:오리지널,9.42
1065,2019-10-28,알라딘,9.38
1066,2019-10-28,아이언 자이언트,9.33
1067,2019-10-28,폴란드로 간 아이들,9.32
1068,2019-10-28,교회오빠,9.27
1069,2019-10-28,바람과 함께 사라지다,9.21
1070,2019-10-28,스탠 바이 미,9.08
1071,2019-10-28,벌새,8.92
1072,2019-10-28,람보 : 라스트 워,8.87
1073,2019-10-28,펄프 픽션,8.77
1074,2019-10-28,우리집,8.77
1075,2019-10-28,너의 이름은.,8.75
1076,2019-10-28,김광석,8.67
1077,2019-10-28,조커,8.66
1078,2019-10-28,아이다호,8.58
1079,2019-10-28,기생충,8.48
1080,2019-10-28,메기,8.48
1081,2019-10-28,졸업,8.47
1082,2019-10-28,장사리 : 잊혀진 영웅들,8.39
1083,2019-10-28,엑시트,8.3
1084,2019-10-28,저수지의 개들,8.29
1085,2019-10-28,죽거나 혹은 나쁘거나,8.08
1086,2019-10-28,퍼펙트맨,7.99
1087,2019-10-28,시인의 사랑,7.98
1088,2019-10-28,가장 보통의 연애,7.93
1089,2019-10-28,장기왕: 가락시장 레볼루션,7.81
1090,2019-10-28,김군,7.76
1091,2019-10-28,말레피센트 2,7.68
1092,2019-10-28,원스 어폰 어 타임... 인 할리우드,7.64
1093,2019-10-28,"힘을 내요, 미스터 리",7.56
1094,2019-10-28,기담,7.49
1095,2019-10-28,극장판 헬로카봇 : 달나라를 구해줘!,7.48
1096,2019-10-28,판소리 복서,7.31
1097,2019-10-28,47미터 2,7.17
1098,2019-10-28,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.79
1099,2019-10-28,제미니 맨,6.78
1100,2019-10-28,펭귄 하이웨이,6.62
1101,2019-10-28,미드소마,6.6
1102,2019-10-28,나쁜 녀석들: 더 무비,6.47
1103,2019-10-28,다이빙벨,6.38
1104,2019-10-28,82년생 김지영,6.34
1105,2019-10-28,그것: 두 번째 이야기,6.22
1106,2019-10-28,두번할까요,5.41
1107,2019-10-28,타짜: 원 아이드 잭,5.34
1108,2019-10-29,그린 북,9.61
1109,2019-10-29,주전장,9.5
1110,2019-10-29,터미네이터 2:오리지널,9.42
1111,2019-10-29,아이언 자이언트,9.33
1112,2019-10-29,폴란드로 간 아이들,9.32
1113,2019-10-29,뽀로로 극장판 보물섬 대모험,9.28
1114,2019-10-29,교회오빠,9.27
1115,2019-10-29,바람과 함께 사라지다,9.21
1116,2019-10-29,스탠 바이 미,9.08
1117,2019-10-29,벌새,8.92
1118,2019-10-29,람보 : 라스트 워,8.82
1119,2019-10-29,펄프 픽션,8.77
1120,2019-10-29,우리집,8.77
1121,2019-10-29,너의 이름은.,8.75
1122,2019-10-29,천로역정: 천국을 찾아서,8.72
1123,2019-10-29,김광석,8.67
1124,2019-10-29,조커,8.66
1125,2019-10-29,아이다호,8.58
1126,2019-10-29,장고:분노의 추적자,8.49
1127,2019-10-29,기생충,8.48
1128,2019-10-29,메기,8.48
1129,2019-10-29,졸업,8.47
1130,2019-10-29,장사리 : 잊혀진 영웅들,8.39
1131,2019-10-29,엑시트,8.3
1132,2019-10-29,저수지의 개들,8.29
1133,2019-10-29,킬 빌 - 1부,8.26
1134,2019-10-29,죽거나 혹은 나쁘거나,8.08
1135,2019-10-29,퍼펙트맨,7.99
1136,2019-10-29,시인의 사랑,7.98
1137,2019-10-29,가장 보통의 연애,7.92
1138,2019-10-29,장기왕: 가락시장 레볼루션,7.81
1139,2019-10-29,김군,7.76
1140,2019-10-29,말레피센트 2,7.67
1141,2019-10-29,원스 어폰 어 타임... 인 할리우드,7.64
1142,2019-10-29,"힘을 내요, 미스터 리",7.56
1143,2019-10-29,기담,7.49
1144,2019-10-29,극장판 헬로카봇 : 달나라를 구해줘!,7.48
1145,2019-10-29,판소리 복서,7.17
1146,2019-10-29,47미터 2,7.14
1147,2019-10-29,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.79
1148,2019-10-29,제미니 맨,6.78
1149,2019-10-29,펭귄 하이웨이,6.62
1150,2019-10-29,미드소마,6.6
1151,2019-10-29,나쁜 녀석들: 더 무비,6.47
1152,2019-10-29,82년생 김지영,6.39
1153,2019-10-29,다이빙벨,6.38
1154,2019-10-29,그것: 두 번째 이야기,6.22
1155,2019-10-29,두번할까요,5.39
1156,2019-10-29,타짜: 원 아이드 잭,5.34
1157,2019-10-30,그린 북,9.61
1158,2019-10-30,주전장,9.5
1159,2019-10-30,터미네이터 2:오리지널,9.43
1160,2019-10-30,아이언 자이언트,9.33
1161,2019-10-30,폴란드로 간 아이들,9.32
1162,2019-10-30,뽀로로 극장판 보물섬 대모험,9.28
1163,2019-10-30,교회오빠,9.27
1164,2019-10-30,바람과 함께 사라지다,9.21
1165,2019-10-30,어느 가족,9.2
1166,2019-10-30,스탠 바이 미,9.08
1167,2019-10-30,터미네이터: 다크 페이트,9.02
1168,2019-10-30,델마와 루이스,8.92
1169,2019-10-30,벌새,8.92
1170,2019-10-30,람보 : 라스트 워,8.78
1171,2019-10-30,펄프 픽션,8.77
1172,2019-10-30,너의 이름은.,8.75
1173,2019-10-30,우리집,8.75
1174,2019-10-30,천로역정: 천국을 찾아서,8.71
1175,2019-10-30,김광석,8.67
1176,2019-10-30,조커,8.66
1177,2019-10-30,아이다호,8.58
1178,2019-10-30,장고:분노의 추적자,8.49
1179,2019-10-30,기생충,8.48
1180,2019-10-30,메기,8.48
1181,2019-10-30,졸업,8.47
1182,2019-10-30,장사리 : 잊혀진 영웅들,8.39
1183,2019-10-30,엑시트,8.3
1184,2019-10-30,저수지의 개들,8.29
1185,2019-10-30,킬 빌 - 1부,8.26
1186,2019-10-30,날씨의 아이,8.14
1187,2019-10-30,죽거나 혹은 나쁘거나,8.08
1188,2019-10-30,퍼펙트맨,7.99
1189,2019-10-30,시인의 사랑,7.98
1190,2019-10-30,가장 보통의 연애,7.92
1191,2019-10-30,장기왕: 가락시장 레볼루션,7.81
1192,2019-10-30,김군,7.76
1193,2019-10-30,말레피센트 2,7.65
1194,2019-10-30,원스 어폰 어 타임... 인 할리우드,7.64
1195,2019-10-30,"힘을 내요, 미스터 리",7.56
1196,2019-10-30,기담,7.49
1197,2019-10-30,극장판 헬로카봇 : 달나라를 구해줘!,7.48
1198,2019-10-30,47미터 2,7.13
1199,2019-10-30,판소리 복서,6.86
1200,2019-10-30,제미니 맨,6.78
1201,2019-10-30,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.78
1202,2019-10-30,펭귄 하이웨이,6.62
1203,2019-10-30,미드소마,6.59
1204,2019-10-30,나쁜 녀석들: 더 무비,6.47
1205,2019-10-30,82년생 김지영,6.43
1206,2019-10-30,다이빙벨,6.38
1207,2019-10-31,그린 북,9.61
1208,2019-10-31,주전장,9.5
1209,2019-10-31,터미네이터 2:오리지널,9.43
1210,2019-10-31,아이언 자이언트,9.33
1211,2019-10-31,뽀로로 극장판 보물섬 대모험,9.28
1212,2019-10-31,교회오빠,9.27
1213,2019-10-31,바람과 함께 사라지다,9.21
1214,2019-10-31,어느 가족,9.2
1215,2019-10-31,스탠 바이 미,9.08
1216,2019-10-31,델마와 루이스,8.92
1217,2019-10-31,벌새,8.91
1218,2019-10-31,터미네이터: 다크 페이트,8.83
1219,2019-10-31,람보 : 라스트 워,8.78
1220,2019-10-31,펄프 픽션,8.77
1221,2019-10-31,너의 이름은.,8.75
1222,2019-10-31,천로역정: 천국을 찾아서,8.71
1223,2019-10-31,김광석,8.67
1224,2019-10-31,조커,8.67
1225,2019-10-31,아이다호,8.58
1226,2019-10-31,장고:분노의 추적자,8.49
1227,2019-10-31,기생충,8.48
1228,2019-10-31,메기,8.48
1229,2019-10-31,졸업,8.47
1230,2019-10-31,장사리 : 잊혀진 영웅들,8.39
1231,2019-10-31,엑시트,8.3
1232,2019-10-31,저수지의 개들,8.29
1233,2019-10-31,킬 빌 - 1부,8.26
1234,2019-10-31,죽거나 혹은 나쁘거나,8.09
1235,2019-10-31,시인의 사랑,7.98
1236,2019-10-31,퍼펙트맨,7.97
1237,2019-10-31,가장 보통의 연애,7.92
1238,2019-10-31,날씨의 아이,7.82
1239,2019-10-31,장기왕: 가락시장 레볼루션,7.81
1240,2019-10-31,김군,7.76
1241,2019-10-31,말레피센트 2,7.64
1242,2019-10-31,원스 어폰 어 타임... 인 할리우드,7.64
1243,2019-10-31,"힘을 내요, 미스터 리",7.56
1244,2019-10-31,기담,7.49
1245,2019-10-31,극장판 헬로카봇 : 달나라를 구해줘!,7.48
1246,2019-10-31,47미터 2,7.11
1247,2019-10-31,제미니 맨,6.79
1248,2019-10-31,판소리 복서,6.78
1249,2019-10-31,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.78
1250,2019-10-31,펭귄 하이웨이,6.61
1251,2019-10-31,나쁜 녀석들: 더 무비,6.47
1252,2019-10-31,82년생 김지영,6.47
1253,2019-10-31,다이빙벨,6.38
1254,2019-10-31,두번할까요,5.39
